"Age","Income","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default"
49,143654,185643,468,105,3,11.91,60,"PhD","Part-time","Single","No",0
18,79503,127809,611,43,3,17.33,60,"Bachelor's","Unemployed","Married","No",0
25,86545,173768,529,71,3,6.44,24,"Master's","Unemployed","Divorced","No",0
36,50703,61134,531,30,4,18.24,36,"Master's","Part-time","Divorced","Yes",0
30,54557,157648,799,47,3,14.43,60,"Bachelor's","Part-time","Married","No",0
46,16178,63544,834,85,1,9.79,48,"PhD","Full-time","Married","Yes",0
28,116911,169326,589,56,4,9.84,36,"PhD","Part-time","Single","Yes",0
64,28013,169262,817,0,2,20.81,60,"High School","Full-time","Married","Yes",0
45,37259,33803,847,40,3,2.36,24,"PhD","Unemployed","Married","No",0
18,19631,246900,501,118,2,18.4,24,"Master's","Self-employed","Single","No",1
62,69819,96042,626,73,4,12.95,24,"PhD","Unemployed","Divorced","No",0
29,142311,122536,509,98,4,14.82,48,"High School","Self-employed","Married","No",0
60,59627,67394,763,81,1,18.65,48,"Master's","Full-time","Divorced","No",0
46,149609,229993,306,16,3,23.25,48,"High School","Unemployed","Divorced","No",0
32,86458,94184,554,58,3,20.39,60,"Bachelor's","Part-time","Single","No",1
25,92477,198541,587,22,3,24.16,60,"Bachelor's","Self-employed","Married","Yes",1
62,68463,27514,691,22,2,4.51,36,"High School","Self-employed","Single","Yes",0
49,43473,57080,307,54,2,16.36,48,"PhD","Self-employed","Married","Yes",0
68,38570,126190,577,2,3,17.22,48,"Bachelor's","Unemployed","Married","No",0
23,78495,172998,463,108,3,6.62,24,"High School","Self-employed","Divorced","No",0
60,35632,93540,846,51,2,24.69,24,"Master's","Unemployed","Married","Yes",0
35,79585,188561,545,3,2,10.18,12,"High School","Part-time","Divorced","No",0
30,114480,161079,439,72,4,12.41,12,"PhD","Unemployed","Single","No",1
67,62894,158621,440,68,3,7.57,12,"High School","Full-time","Single","Yes",0
29,31307,249932,594,7,4,16.87,12,"Bachelor's","Full-time","Divorced","Yes",0
53,51160,84687,553,77,1,19.82,60,"PhD","Full-time","Married","No",0
20,121322,133091,395,117,3,14.7,36,"High School","Self-employed","Single","Yes",0
48,21032,150436,755,28,3,22.65,60,"High School","Unemployed","Divorced","Yes",0
62,140274,144625,734,73,3,21.61,24,"High School","Full-time","Married","Yes",0
67,123270,214456,319,78,2,24.62,36,"High School","Unemployed","Single","No",0
48,93730,205466,553,57,3,13.91,24,"High School","Part-time","Divorced","Yes",0
26,32932,99141,322,49,4,20.95,48,"PhD","Self-employed","Divorced","Yes",0
47,146313,186918,824,82,2,18.48,36,"Bachelor's","Full-time","Married","No",0
30,129458,52897,479,81,1,9.18,60,"High School","Unemployed","Divorced","Yes",0
45,50494,13741,503,41,3,6.98,36,"PhD","Part-time","Divorced","No",0
44,69434,159499,792,26,1,3.51,12,"PhD","Self-employed","Married","Yes",0
32,105285,58962,667,53,1,4.99,24,"High School","Part-time","Married","No",0
23,32872,10263,706,12,1,8.15,36,"High School","Part-time","Single","No",0
23,46687,14770,319,71,3,2.36,48,"High School","Full-time","Single","Yes",0
33,19022,186012,663,78,4,19.18,12,"Master's","Self-employed","Single","No",0
63,97383,227681,750,115,2,2.77,60,"Master's","Unemployed","Divorced","No",0
32,39252,30615,764,86,1,5.7,36,"Master's","Full-time","Divorced","No",0
48,18652,120556,452,84,2,14.22,36,"High School","Full-time","Divorced","No",1
66,134220,227655,530,102,2,5.1,60,"PhD","Unemployed","Single","No",0
21,118380,149393,776,30,2,11.78,24,"Bachelor's","Unemployed","Divorced","Yes",0
28,111485,86253,361,71,1,17.09,24,"Master's","Full-time","Divorced","No",0
44,18727,230806,804,45,4,2.67,12,"Bachelor's","Self-employed","Single","No",0
55,129180,147838,651,58,2,20.44,48,"High School","Self-employed","Divorced","No",0
47,86166,162142,379,36,3,12.24,12,"High School","Full-time","Divorced","No",0
39,118137,221420,480,118,1,7.4,24,"High School","Part-time","Married","Yes",0
26,52577,100450,320,5,1,11.03,48,"Master's","Full-time","Married","No",0
44,74507,159763,493,22,4,10.8,24,"High School","Self-employed","Divorced","Yes",0
65,41480,223502,720,40,1,7.75,24,"PhD","Part-time","Single","Yes",0
63,34413,51324,532,41,1,6.28,48,"High School","Unemployed","Single","Yes",0
26,124828,71307,725,93,1,8.83,12,"PhD","Self-employed","Married","Yes",0
48,52577,223314,489,38,4,11.32,12,"Bachelor's","Part-time","Divorced","No",0
51,67355,137033,742,86,3,15.41,36,"Bachelor's","Part-time","Divorced","Yes",0
44,30836,8359,776,44,1,13.4,12,"Master's","Part-time","Single","No",0
39,126190,37383,753,95,1,21.41,12,"PhD","Unemployed","Married","Yes",1
38,102619,71917,578,53,4,18.47,12,"High School","Self-employed","Single","No",0
19,48187,7707,603,3,1,8.15,36,"PhD","Part-time","Single","No",0
22,44043,104158,397,5,1,20.03,36,"Master's","Self-employed","Single","Yes",0
64,112605,84917,353,4,2,17.25,48,"PhD","Part-time","Single","Yes",0
26,87523,245564,801,104,4,22.07,12,"PhD","Part-time","Married","No",0
65,51926,27283,672,8,1,16.1,60,"Bachelor's","Part-time","Single","Yes",0
30,43013,169174,544,63,3,10.14,12,"Master's","Self-employed","Divorced","No",0
51,84059,248206,324,53,4,8.88,36,"Bachelor's","Full-time","Married","Yes",0
60,37690,238046,312,71,2,8.31,24,"High School","Unemployed","Divorced","No",0
39,30334,163156,693,84,4,5.5,60,"Bachelor's","Unemployed","Married","No",1
31,146179,84029,683,106,1,11.51,24,"Bachelor's","Self-employed","Married","Yes",0
58,79450,147165,652,49,3,19.46,48,"PhD","Part-time","Single","No",1
66,100176,237377,375,88,2,21.03,36,"Bachelor's","Full-time","Divorced","No",0
23,145399,96964,481,3,2,14.81,36,"PhD","Part-time","Divorced","No",1
63,123299,62052,536,15,1,23.64,24,"PhD","Self-employed","Single","Yes",0
60,17461,164287,759,19,3,20.16,12,"PhD","Self-employed","Divorced","No",0
39,105395,238762,648,116,3,3.12,24,"PhD","Unemployed","Single","Yes",0
21,34850,145040,462,42,1,14.76,12,"Bachelor's","Part-time","Married","No",0
21,136816,211376,755,56,3,6.58,48,"PhD","Unemployed","Married","No",0
29,131033,33591,811,52,3,21.91,12,"Bachelor's","Full-time","Married","Yes",0
50,64234,54716,749,57,1,14.33,24,"High School","Unemployed","Married","No",0
60,106110,41625,442,18,2,8.69,36,"High School","Unemployed","Single","No",0
51,127650,188797,363,33,3,7.7,60,"Master's","Unemployed","Married","No",0
19,132567,61192,723,35,3,4.27,36,"PhD","Unemployed","Single","Yes",0
61,116999,227848,814,80,1,16.91,36,"Master's","Part-time","Married","Yes",0
53,55775,41018,613,27,4,16.01,60,"Master's","Full-time","Divorced","Yes",0
30,15038,37635,412,68,1,7.06,60,"Bachelor's","Part-time","Divorced","No",0
38,29896,56310,655,114,3,5.68,48,"Master's","Part-time","Married","No",0
42,146855,169392,348,5,2,19.07,48,"Bachelor's","Full-time","Single","Yes",0
63,115115,83069,781,86,4,4.22,36,"High School","Self-employed","Divorced","Yes",0
68,95740,159899,741,119,2,18.92,60,"Master's","Unemployed","Single","No",0
40,32512,18597,621,11,4,11.33,48,"High School","Part-time","Married","Yes",0
18,101362,244051,660,22,4,18.25,24,"PhD","Full-time","Single","No",0
52,76825,181145,801,22,3,18.91,24,"High School","Unemployed","Married","No",0
26,78823,191726,398,107,1,3.05,48,"High School","Part-time","Married","No",0
44,135157,208049,849,84,4,24.71,60,"Master's","Full-time","Single","No",0
40,102210,220472,487,44,1,12.07,24,"High School","Self-employed","Single","No",0
23,113827,142412,540,92,4,17.59,24,"Master's","Self-employed","Married","Yes",0
60,140957,112610,571,115,3,9.56,36,"Master's","Unemployed","Divorced","No",0
23,21343,92009,466,18,1,3.05,12,"Bachelor's","Unemployed","Divorced","No",0
24,47395,73411,713,42,1,14.83,24,"High School","Unemployed","Divorced","Yes",1
35,52743,63744,510,88,1,3.65,48,"Bachelor's","Self-employed","Divorced","Yes",1
43,80898,40806,342,69,2,4.81,60,"PhD","Part-time","Divorced","Yes",0
53,123553,168275,402,54,4,6.55,12,"Bachelor's","Self-employed","Divorced","Yes",0
58,57071,87216,565,44,1,13.56,12,"High School","Unemployed","Single","Yes",0
55,57462,216978,301,33,4,18.55,48,"Bachelor's","Self-employed","Single","No",1
50,72039,98506,739,19,4,17.78,60,"Master's","Part-time","Single","Yes",0
57,128849,214366,374,28,4,13.13,48,"Master's","Full-time","Married","Yes",0
22,89131,178932,559,74,3,20.81,36,"PhD","Part-time","Divorced","Yes",0
62,112957,97056,449,60,3,5.95,12,"PhD","Part-time","Single","No",0
31,36426,206992,311,43,4,21.23,48,"Bachelor's","Self-employed","Married","No",0
57,119194,55638,456,41,2,18.16,12,"Master's","Part-time","Divorced","No",1
46,15845,45381,795,76,3,12.6,36,"Master's","Unemployed","Single","No",0
54,43548,82212,690,78,2,17.73,48,"High School","Part-time","Married","No",0
28,108068,179123,603,28,4,10.28,12,"PhD","Unemployed","Divorced","No",1
53,136848,224672,669,84,4,3.84,12,"High School","Unemployed","Divorced","No",0
63,49557,154641,447,81,3,7.12,36,"High School","Full-time","Married","Yes",0
18,94029,62379,403,105,3,6.09,60,"Master's","Self-employed","Divorced","Yes",0
44,108287,233781,542,83,2,16.12,48,"High School","Self-employed","Married","No",0
52,140632,156921,457,61,3,19.39,24,"Bachelor's","Unemployed","Divorced","No",0
66,99918,10608,686,76,2,21.64,48,"Master's","Self-employed","Divorced","No",0
34,80974,5719,369,16,4,5.12,60,"PhD","Part-time","Married","Yes",0
40,61425,32975,522,37,1,17.67,48,"Bachelor's","Unemployed","Married","No",0
20,49253,67235,688,71,4,11.18,36,"PhD","Self-employed","Single","Yes",0
18,37650,220746,442,51,1,11.19,36,"PhD","Self-employed","Divorced","No",1
32,58768,29203,832,6,1,8.61,36,"High School","Unemployed","Single","No",0
49,83116,247264,586,105,3,18.87,60,"High School","Unemployed","Single","No",0
23,37665,78784,577,67,2,18.79,24,"High School","Full-time","Single","Yes",0
46,79552,180142,721,9,4,11.21,24,"Master's","Unemployed","Married","No",0
26,88782,21439,605,12,4,9.35,48,"Bachelor's","Unemployed","Single","Yes",0
47,73609,40343,330,31,4,5.27,24,"Master's","Full-time","Divorced","Yes",0
24,66182,32265,777,29,2,18.09,60,"High School","Unemployed","Married","Yes",0
47,129201,18798,425,9,1,21.92,48,"Master's","Part-time","Divorced","No",0
48,19310,162768,558,20,3,13.74,60,"High School","Part-time","Divorced","Yes",1
38,127853,234509,848,28,2,22.69,48,"Master's","Unemployed","Divorced","No",0
54,26874,61984,686,0,3,12.94,36,"Bachelor's","Self-employed","Single","No",0
57,51937,56956,697,45,2,23.55,12,"High School","Unemployed","Single","Yes",0
55,53141,62988,318,62,3,21.84,24,"High School","Part-time","Married","Yes",0
46,127612,240158,657,102,2,15.68,12,"Bachelor's","Self-employed","Married","No",0
64,78816,215883,777,96,2,5.76,36,"Master's","Unemployed","Single","No",0
31,130128,222955,731,116,2,24.12,24,"PhD","Full-time","Married","Yes",0
53,119257,8899,323,22,1,16.9,24,"High School","Full-time","Single","Yes",0
25,128427,164124,519,13,3,15.47,36,"PhD","Unemployed","Divorced","No",1
29,139348,176719,351,69,2,19.11,12,"Bachelor's","Self-employed","Married","No",0
62,112367,18287,607,89,2,18.85,36,"Bachelor's","Self-employed","Divorced","No",0
59,126178,49064,328,116,2,22.84,12,"Master's","Self-employed","Single","Yes",0
46,55267,12420,758,83,4,7.01,24,"Bachelor's","Unemployed","Divorced","No",0
19,65817,142662,846,92,4,16.64,36,"Bachelor's","Full-time","Married","Yes",0
59,49336,103080,729,24,3,12.21,48,"PhD","Self-employed","Married","Yes",0
35,29590,91640,591,80,4,11.27,12,"PhD","Unemployed","Divorced","Yes",0
30,34183,204329,758,64,4,14.38,24,"High School","Full-time","Divorced","Yes",0
37,98240,74207,618,108,3,18.04,24,"Master's","Full-time","Divorced","Yes",0
21,107396,248676,571,90,3,6.3,60,"High School","Self-employed","Single","No",0
47,59020,242981,714,11,4,16.48,24,"High School","Unemployed","Married","No",1
20,102312,17975,797,70,4,22.63,36,"Bachelor's","Part-time","Divorced","No",0
51,114635,228333,719,73,1,4.1,24,"Bachelor's","Self-employed","Married","Yes",0
32,113212,19827,464,40,1,11.19,24,"PhD","Full-time","Divorced","Yes",0
37,121674,85479,305,112,2,6.03,60,"Bachelor's","Unemployed","Divorced","No",0
29,16828,101453,735,43,2,6.93,48,"High School","Part-time","Divorced","No",0
18,123311,60139,613,44,4,13.57,12,"Bachelor's","Unemployed","Divorced","No",1
31,24398,46738,427,45,3,4.02,24,"PhD","Part-time","Married","Yes",0
65,15956,155630,571,21,1,9.7,60,"Master's","Self-employed","Married","Yes",0
66,45014,187009,324,94,1,20.17,24,"High School","Unemployed","Divorced","Yes",0
60,20643,190129,782,110,4,16.62,24,"Master's","Self-employed","Married","Yes",0
56,78471,28891,442,11,3,11.38,24,"Bachelor's","Self-employed","Married","No",0
32,35809,192910,716,98,2,16.77,60,"High School","Unemployed","Married","No",0
34,54215,195579,628,60,1,20.55,12,"Master's","Unemployed","Married","Yes",1
27,46189,144362,603,2,2,5.61,36,"High School","Full-time","Divorced","No",0
47,147884,142002,593,91,3,17.24,24,"PhD","Part-time","Single","Yes",0
20,96675,26373,542,114,1,7.84,36,"Master's","Part-time","Single","No",0
34,68127,192148,683,68,1,23.46,24,"PhD","Full-time","Single","Yes",0
25,123597,42231,320,21,4,24.8,36,"PhD","Unemployed","Married","No",0
19,124917,231835,821,35,4,10.92,12,"Master's","Unemployed","Married","Yes",0
57,69704,30026,730,66,2,3.86,36,"High School","Self-employed","Married","No",0
28,147651,197942,461,48,1,23.79,48,"High School","Unemployed","Single","Yes",0
59,109494,152143,439,56,3,6.01,60,"Master's","Part-time","Single","Yes",0
36,114708,200728,503,56,1,16.13,12,"Master's","Part-time","Divorced","No",0
25,56802,124291,456,42,1,12.14,12,"Master's","Unemployed","Married","No",1
39,112998,234942,444,48,2,6.49,12,"High School","Part-time","Single","No",0
22,95344,92688,821,50,2,14.53,48,"Bachelor's","Self-employed","Single","Yes",0
56,140103,66844,670,17,4,4.8,48,"PhD","Self-employed","Married","Yes",0
48,97919,228115,811,116,1,20.94,48,"Bachelor's","Part-time","Single","No",0
53,105171,96827,446,9,3,7,48,"Master's","Unemployed","Single","No",0
35,34118,73045,447,90,2,6.1,12,"PhD","Unemployed","Divorced","No",0
47,45258,108071,795,92,3,18.87,60,"PhD","Part-time","Married","No",0
41,121355,164228,847,58,1,3.25,24,"High School","Part-time","Divorced","Yes",1
60,93556,162753,751,77,2,19.01,48,"PhD","Full-time","Divorced","Yes",0
44,144291,117224,672,38,1,12.27,24,"PhD","Unemployed","Single","Yes",0
24,103735,24155,750,68,3,2.28,60,"Bachelor's","Part-time","Single","Yes",0
66,113015,92159,618,29,3,12.52,60,"PhD","Unemployed","Single","No",0
56,127111,156714,479,54,1,9.24,36,"Master's","Self-employed","Single","Yes",0
33,32597,151246,804,73,3,3.21,12,"Master's","Full-time","Single","No",0
48,54995,209208,689,17,3,11.26,24,"Master's","Part-time","Divorced","Yes",0
51,60479,99586,668,11,4,6.03,24,"Bachelor's","Full-time","Single","No",0
22,105572,96353,334,30,4,12.67,24,"Bachelor's","Self-employed","Single","Yes",1
61,33890,160155,610,22,4,17.01,36,"High School","Full-time","Married","No",0
36,87770,50263,337,15,2,15.05,48,"Bachelor's","Self-employed","Single","Yes",0
36,61478,157299,440,112,3,23.65,60,"Bachelor's","Part-time","Single","Yes",0
51,136043,179156,616,36,1,20.05,12,"Master's","Part-time","Married","Yes",0
49,149556,97525,836,98,1,21.93,12,"Bachelor's","Full-time","Single","Yes",0
20,148450,106132,495,17,3,15.29,36,"PhD","Unemployed","Single","Yes",0
69,65258,86235,454,91,2,5.67,48,"PhD","Part-time","Married","No",0
64,68760,19000,696,58,1,13.97,60,"PhD","Full-time","Married","Yes",0
43,39774,36826,514,101,2,13.13,36,"Master's","Self-employed","Divorced","No",0
50,23009,62571,774,112,4,19.07,60,"PhD","Self-employed","Married","No",0
63,74460,103129,730,4,2,19.92,60,"PhD","Self-employed","Married","Yes",0
26,15602,94445,823,50,2,19.47,60,"High School","Self-employed","Divorced","No",1
26,128371,131167,310,73,4,15.04,12,"Master's","Full-time","Married","Yes",1
55,129993,44801,388,91,1,18.39,12,"Bachelor's","Unemployed","Single","No",0
35,68035,164131,468,16,1,23.59,12,"PhD","Full-time","Divorced","Yes",0
21,149378,202136,844,15,3,18.38,24,"Master's","Full-time","Divorced","No",0
54,148030,128368,804,76,1,17.24,12,"Master's","Full-time","Divorced","No",0
33,92410,13255,534,3,2,3.74,36,"PhD","Unemployed","Single","Yes",0
68,74343,24285,847,62,3,7.46,12,"PhD","Full-time","Married","No",0
59,79003,243798,842,62,2,15.58,36,"High School","Full-time","Married","No",0
48,106817,229432,574,103,4,11.35,60,"Bachelor's","Self-employed","Married","Yes",0
34,19665,126745,541,55,1,17.36,12,"PhD","Full-time","Divorced","Yes",1
58,147278,184216,413,17,2,20,24,"High School","Part-time","Married","No",0
28,63268,90302,554,75,3,13.54,60,"High School","Unemployed","Single","No",0
25,108467,107067,761,59,2,5.96,60,"High School","Self-employed","Single","No",0
29,41880,164435,590,79,3,9.7,12,"Master's","Full-time","Single","No",0
51,140577,21863,594,116,1,6.06,24,"Bachelor's","Part-time","Married","Yes",0
32,102211,167057,583,46,2,10.79,60,"Master's","Self-employed","Married","No",0
31,120224,167374,833,40,3,17.68,48,"Bachelor's","Full-time","Married","No",0
36,124973,230579,801,88,3,15.73,48,"Master's","Self-employed","Single","No",0
33,26104,203700,530,37,3,7.05,12,"High School","Unemployed","Divorced","Yes",0
32,88384,243129,801,43,3,5.65,48,"High School","Self-employed","Married","No",0
40,120515,47147,677,56,3,19.41,12,"Master's","Unemployed","Single","No",1
64,127162,229734,599,21,4,13.67,48,"Master's","Full-time","Single","No",0
51,74902,227695,586,92,1,23.02,60,"PhD","Unemployed","Married","No",1
51,77592,206871,844,90,3,20.12,12,"Bachelor's","Part-time","Married","No",0
58,107819,228972,555,30,1,24.51,48,"Master's","Full-time","Divorced","No",1
41,124364,8873,565,66,3,2.36,60,"Master's","Full-time","Divorced","Yes",0
53,124921,223345,591,26,4,18.53,24,"PhD","Full-time","Married","Yes",0
40,31126,11602,838,49,1,7.47,60,"Master's","Self-employed","Single","Yes",0
57,119248,183840,430,115,1,10.94,36,"Bachelor's","Part-time","Divorced","No",0
38,57189,23700,439,82,4,12.65,36,"Bachelor's","Part-time","Single","Yes",0
30,134712,193443,438,51,2,15.25,36,"Master's","Part-time","Divorced","No",0
38,67564,215360,731,31,4,7.55,48,"High School","Full-time","Single","No",0
55,29437,107561,685,81,4,20.3,12,"Master's","Unemployed","Divorced","No",0
64,99574,84377,652,44,3,16.21,12,"Bachelor's","Unemployed","Divorced","Yes",0
20,90642,129885,535,75,4,23.02,12,"PhD","Full-time","Married","No",0
59,134899,223542,836,91,1,22.66,48,"PhD","Self-employed","Single","Yes",0
40,18590,171717,528,5,1,13.11,24,"Master's","Full-time","Divorced","Yes",0
34,24286,76369,810,105,2,4.38,36,"High School","Full-time","Married","Yes",0
67,133788,120518,523,104,2,11.63,24,"PhD","Part-time","Single","No",0
69,23227,185706,799,45,1,10.54,24,"Bachelor's","Part-time","Single","Yes",0
55,23641,246510,525,66,4,21.2,36,"High School","Unemployed","Married","No",0
29,74089,235022,360,42,2,16.65,60,"PhD","Full-time","Married","Yes",0
67,76748,169041,658,56,1,4.39,36,"Master's","Self-employed","Single","No",0
22,109908,127320,565,67,2,21.52,60,"Master's","Full-time","Married","No",0
67,54736,138883,362,93,3,14.79,60,"Master's","Unemployed","Divorced","Yes",0
62,31100,118180,655,77,4,17.79,12,"High School","Part-time","Single","Yes",1
47,42038,197826,395,30,2,4.59,36,"High School","Self-employed","Divorced","Yes",0
35,102127,249425,641,75,1,5.9,36,"Bachelor's","Unemployed","Single","No",0
43,27127,198728,343,91,2,24.44,12,"Bachelor's","Unemployed","Married","No",0
44,111918,64132,504,0,1,10.82,48,"High School","Part-time","Divorced","No",0
67,131453,198028,744,98,1,23.82,24,"Bachelor's","Self-employed","Married","Yes",0
39,53977,125355,642,20,3,13.09,36,"High School","Part-time","Single","No",0
19,95919,204545,313,47,1,9.81,24,"High School","Unemployed","Single","No",0
24,77951,20611,380,25,1,14.06,48,"Master's","Self-employed","Single","Yes",0
36,133154,224298,489,85,3,24.75,36,"PhD","Part-time","Divorced","No",0
63,37749,93830,789,95,2,8.97,24,"Bachelor's","Full-time","Single","No",0
48,101003,115199,429,119,2,22.6,48,"PhD","Self-employed","Single","Yes",0
30,31817,136040,792,53,4,23.38,12,"Master's","Unemployed","Married","No",1
49,120918,214383,758,108,3,15.23,24,"High School","Unemployed","Divorced","No",0
38,59568,160774,409,74,2,8.59,24,"PhD","Self-employed","Married","No",0
59,87910,230381,578,97,2,12.06,60,"PhD","Self-employed","Married","Yes",0
28,42507,181212,463,32,3,13.17,60,"Master's","Self-employed","Divorced","No",1
63,73670,21005,507,53,1,19.65,24,"Bachelor's","Part-time","Single","Yes",0
56,146087,142041,626,51,3,22.6,24,"PhD","Self-employed","Divorced","Yes",0
54,141518,59064,487,46,3,19.83,24,"Master's","Part-time","Divorced","No",0
25,134707,95729,573,78,3,2.53,60,"Bachelor's","Full-time","Single","Yes",0
49,58686,54900,392,76,2,6.95,48,"PhD","Unemployed","Married","Yes",0
45,124911,50882,490,77,4,21.08,36,"Bachelor's","Part-time","Married","No",0
45,48425,193611,618,13,4,19.86,36,"Bachelor's","Unemployed","Divorced","No",0
46,16357,143817,418,104,4,4.98,12,"Master's","Full-time","Divorced","Yes",0
24,101306,157345,360,27,1,14.62,60,"Bachelor's","Full-time","Married","No",0
41,19745,75095,787,66,3,19.01,24,"Bachelor's","Self-employed","Single","Yes",0
28,42800,123842,614,67,2,3.74,60,"Master's","Unemployed","Divorced","Yes",1
44,22584,112148,460,24,2,18.01,48,"High School","Part-time","Married","Yes",0
44,133893,74167,494,77,4,6.65,48,"High School","Unemployed","Divorced","No",0
38,95561,78824,584,35,2,15.42,36,"PhD","Part-time","Single","Yes",0
55,102482,240522,442,9,4,21.72,24,"High School","Self-employed","Married","No",0
30,44450,223466,508,80,3,14.41,48,"High School","Part-time","Single","No",1
38,144975,68810,513,98,1,22.92,36,"PhD","Unemployed","Married","Yes",0
40,114922,214459,816,92,1,8.46,48,"Master's","Full-time","Single","No",0
26,52024,146647,829,113,4,19.1,60,"High School","Full-time","Married","No",0
54,107515,248473,365,8,2,21.84,24,"High School","Part-time","Married","No",1
60,70179,23727,327,115,1,16.85,24,"Master's","Full-time","Divorced","No",0
45,92677,191199,480,4,2,12.3,48,"High School","Part-time","Married","Yes",0
25,51925,231963,782,85,2,5.61,48,"High School","Part-time","Single","Yes",0
39,81452,222191,574,38,4,15.53,60,"High School","Unemployed","Married","No",0
28,40708,117971,459,81,4,17.32,12,"Bachelor's","Self-employed","Single","No",1
21,31611,168013,415,114,3,14.67,60,"High School","Part-time","Married","Yes",1
51,97085,182655,556,5,4,14.11,60,"Bachelor's","Part-time","Divorced","No",0
45,18343,230269,670,43,1,18.71,60,"Master's","Full-time","Divorced","No",1
69,58842,189867,613,25,1,8.87,60,"Master's","Part-time","Divorced","No",0
32,78615,158206,354,89,4,7.76,36,"Bachelor's","Unemployed","Married","Yes",0
60,140611,177824,777,30,3,8.33,24,"High School","Full-time","Single","No",0
68,135163,173788,578,18,4,20.52,36,"High School","Unemployed","Single","Yes",0
61,33436,53568,356,115,3,5.61,12,"Bachelor's","Unemployed","Divorced","Yes",0
64,132704,36561,681,39,4,20.29,12,"PhD","Self-employed","Married","Yes",0
45,20857,120022,320,47,4,13.37,12,"High School","Full-time","Married","Yes",0
66,119270,100581,380,38,3,4.34,48,"Master's","Unemployed","Single","No",0
34,101716,65138,474,106,4,14.93,12,"Bachelor's","Unemployed","Married","No",0
57,61761,146190,322,41,2,18.79,24,"PhD","Part-time","Single","Yes",0
34,28179,93361,750,36,1,3.96,48,"High School","Part-time","Married","No",1
40,37081,178447,378,36,2,3.22,36,"High School","Full-time","Married","No",0
43,125842,82402,822,81,1,6.25,48,"Bachelor's","Full-time","Divorced","Yes",0
65,63408,170920,354,48,4,20.45,36,"Master's","Part-time","Married","Yes",0
65,31694,96783,469,91,2,15.99,24,"High School","Part-time","Single","Yes",0
45,59241,148836,438,106,4,7.85,36,"Master's","Full-time","Single","No",0
48,24733,220865,456,72,3,7.29,36,"PhD","Part-time","Married","Yes",0
38,16591,20533,671,41,3,11.05,12,"PhD","Part-time","Single","Yes",1
55,49867,214060,396,0,4,18.07,36,"High School","Self-employed","Single","No",1
41,100987,63048,652,50,2,18.84,60,"Master's","Unemployed","Divorced","No",0
60,26871,97150,675,68,4,9.24,12,"Master's","Unemployed","Single","Yes",0
20,91715,135275,651,77,3,12.08,48,"High School","Part-time","Married","Yes",0
59,49164,162916,530,18,1,15.52,60,"Bachelor's","Self-employed","Single","No",0
44,127654,21662,768,44,3,18.18,60,"Master's","Self-employed","Married","Yes",0
24,132363,185388,401,72,4,18.36,36,"Bachelor's","Full-time","Divorced","Yes",1
36,49267,134999,794,109,1,22.16,60,"PhD","Part-time","Divorced","No",0
68,132042,194374,555,45,2,17.51,60,"Master's","Unemployed","Divorced","No",0
51,61726,141629,582,95,2,12.28,12,"High School","Full-time","Married","No",0
49,30304,31869,396,27,1,10.72,24,"High School","Part-time","Divorced","No",0
49,26138,195904,484,50,1,14.23,24,"PhD","Self-employed","Divorced","Yes",0
30,122923,19237,385,90,3,13.25,36,"High School","Self-employed","Single","Yes",0
21,74054,45936,304,84,1,7.57,48,"PhD","Full-time","Single","Yes",0
30,25094,183988,396,116,1,6.18,48,"Bachelor's","Part-time","Divorced","Yes",0
32,118203,60647,795,112,4,11.59,48,"Bachelor's","Self-employed","Married","No",0
61,63825,134861,513,110,1,23.77,60,"High School","Self-employed","Single","No",0
56,99258,52737,461,105,4,15.53,60,"Master's","Unemployed","Single","No",0
41,116871,230424,443,50,1,6.76,36,"PhD","Part-time","Divorced","No",0
21,139029,91829,784,112,2,9.88,36,"PhD","Self-employed","Married","No",0
57,148418,115595,414,112,2,5.7,48,"Master's","Full-time","Single","No",0
50,45673,83444,595,5,4,4.2,12,"Bachelor's","Full-time","Divorced","No",0
27,82171,205131,825,82,2,4.47,48,"Master's","Unemployed","Divorced","Yes",0
18,139001,117271,835,27,4,5.33,24,"PhD","Part-time","Divorced","No",0
27,76759,211064,380,79,1,19.32,60,"Bachelor's","Full-time","Single","Yes",0
20,79157,97201,699,87,2,10.75,24,"High School","Full-time","Married","No",0
23,140899,169483,421,91,2,21.32,12,"Bachelor's","Part-time","Single","No",0
55,27682,214582,369,52,3,14.46,48,"High School","Self-employed","Divorced","No",0
36,65380,34564,329,72,2,8.79,36,"Master's","Full-time","Divorced","No",0
45,69888,78546,499,65,1,9.57,12,"PhD","Self-employed","Single","Yes",0
41,66516,74593,511,18,1,21.84,48,"Bachelor's","Self-employed","Divorced","Yes",0
33,95121,73736,524,76,3,9.17,48,"Master's","Self-employed","Single","Yes",0
30,72622,95658,500,38,2,10.83,48,"Bachelor's","Full-time","Divorced","No",0
55,136019,233321,550,99,2,4.67,48,"High School","Self-employed","Divorced","No",0
20,138724,180389,668,74,3,20.36,12,"Bachelor's","Part-time","Married","No",0
62,136103,185878,653,117,2,13.13,60,"Master's","Full-time","Single","No",0
19,16894,92357,396,42,2,2.07,48,"Master's","Full-time","Divorced","No",1
25,116421,98402,528,71,2,6.9,12,"Master's","Unemployed","Divorced","No",1
